"n_killed","n_injured","n_guns_involved","cluster","n_subject_suspect","teens_involved","victim_age","drug_involved","gang_involved","bar","home_invasion","school","drive_by","month","weekday"
1,0,1,3,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
0,1,1,4,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
0,3,1,4,1,1,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Fri"
1,0,1,4,1,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Fri"
0,1,1,4,1,0,42,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Fri"
0,1,1,3,0,0,63,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Sat"
0,1,1,4,1,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,1,4,1,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,1,3,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,2,1,3,0,0,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,1,4,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,2,1,4,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,1,3,1,0,47,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Sat"
1,0,1,3,1,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Sat"
0,2,1,2,1,0,28.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,3,1,3,1,0,27.3333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
1,0,1,1,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
1,0,1,3,1,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Sun"
0,1,1,3,1,0,48,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Sun"
0,1,1,3,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,3,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,1,1,1,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,4,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Sun"
0,1,1,3,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
1,0,1,3,0,0,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,3,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,4,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,3,4,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,3,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,3,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,4,0,0,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,1,0,0,28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,3,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Mon"
0,1,1,3,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
0,1,1,4,1,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
0,1,1,3,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
0,1,1,3,0,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
1,0,1,4,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
1,0,1,3,1,0,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
1,1,1,4,0,0,22.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
1,0,1,4,1,0,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
0,1,1,1,1,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Tue"
1,0,1,2,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
0,1,1,4,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
1,0,1,4,1,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
0,1,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
0,1,1,2,3,0,43,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Sep","Wed"
0,1,1,4,1,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
1,1,1,4,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Wed"
0,1,1,3,1,0,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
0,1,1,4,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Wed"
0,1,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
0,2,1,3,0,1,33.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
0,1,1,3,1,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
0,1,1,4,1,0,51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
0,1,1,4,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
0,1,1,4,3,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
1,1,1,4,1,0,31.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
0,1,1,3,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
0,1,2,4,2,0,23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
0,1,1,4,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
1,0,1,4,0,0,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
0,1,1,3,1,0,37,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Fri"
0,1,1,3,0,0,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
2,0,1,4,1,0,26.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
1,0,1,3,1,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
1,0,1,3,1,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
1,0,1,3,1,0,49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
0,1,1,4,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
0,2,1,3,1,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Fri"
1,1,3,3,3,0,26.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
0,1,1,1,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,1,3,1,0,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,1,3,0,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,1,4,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,3,1,4,1,0,52.6666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
1,1,1,4,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,4,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,2,1,3,0,0,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Sun"
0,1,1,4,0,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,3,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,3,0,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,3,1,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,2,2,0,26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
1,0,1,3,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,4,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
1,0,1,1,0,0,25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Oct","Sun"
1,0,1,2,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,3,1,0,27,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,4,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,2,1,1,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Mon"
0,1,1,3,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,2,1,2,1,0,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,1,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
1,0,1,3,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,3,1,0,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,3,1,0,61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,2,1,3,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
1,0,1,2,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
1,0,1,3,0,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Tue"
0,1,1,3,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
0,1,1,4,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Tue"
0,2,1,3,0,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
1,0,1,2,2,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
0,3,1,3,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Tue"
1,0,1,4,1,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
0,1,1,4,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
0,1,1,4,1,0,43,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Tue"
1,1,1,2,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
0,1,1,4,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Wed"
0,1,1,4,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
0,1,1,3,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
0,1,1,2,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
1,0,1,3,1,0,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
1,0,1,3,0,0,43,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
0,1,1,3,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
0,1,1,3,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
0,1,1,3,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Wed"
0,2,1,3,0,0,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
0,1,1,4,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
0,1,1,4,0,0,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Thu"
1,0,1,3,1,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Thu"
0,1,1,4,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Thu"
1,0,1,4,0,0,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,1,1,2,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,1,1,3,1,0,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,5,1,4,1,1,22.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
1,0,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
1,0,1,3,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,1,1,4,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,2,1,4,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,1,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,2,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,1,1,4,0,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
1,0,1,2,2,0,87,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,1,1,2,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,3,0,0,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
1,0,1,2,1,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,3,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,4,1,0,60,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Oct","Sat"
0,2,1,4,4,0,29.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,2,1,4,1,0,26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Oct","Sat"
1,0,1,2,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,3,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,3,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,3,1,4,1,0,29.6666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Sun"
0,0,1,1,1,0,61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
1,0,1,3,1,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Sun"
0,1,1,3,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,3,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Sun"
0,1,1,3,0,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,4,3,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,3,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,3,0,0,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,4,1,0,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,2,1,1,0,0,44.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Sun"
1,0,1,4,0,0,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
1,0,1,4,0,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Mon"
0,1,1,3,0,0,43,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Mon"
0,1,1,1,0,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,3,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,3,0,0,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
1,0,1,4,0,0,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,2,1,3,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,3,2,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
0,1,1,4,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
0,1,1,3,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
1,2,1,4,1,0,26.3333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
0,1,1,4,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
0,1,1,3,1,0,49,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Wed"
0,1,1,3,0,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
1,0,1,3,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
0,1,1,4,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
0,1,1,4,1,0,33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Thu"
1,0,1,3,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Thu"
0,1,1,3,1,0,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Thu"
0,1,1,4,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Thu"
0,1,1,3,1,0,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Thu"
0,1,1,3,0,0,55,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Thu"
0,1,1,4,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Fri"
0,2,1,3,1,0,25.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,1,1,3,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,1,1,4,1,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Fri"
0,1,1,3,1,1,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
1,1,1,4,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
1,0,1,4,1,0,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,1,1,3,0,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,1,1,3,1,0,25,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Oct","Fri"
1,0,1,3,1,0,64,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Fri"
1,0,1,4,1,0,25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,3,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Sat"
0,1,1,1,0,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
1,0,1,2,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,3,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,3,1,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,3,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Sun"
0,1,1,4,1,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
1,0,1,4,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,4,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,3,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,3,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Sun"
0,1,1,4,0,0,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
1,0,1,4,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
1,0,1,4,2,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,4,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Mon"
0,1,1,3,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,3,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,3,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,3,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,3,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Mon"
0,1,1,2,1,0,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
0,1,1,4,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
0,1,1,3,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
0,1,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Tue"
0,1,1,4,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Tue"
0,1,1,3,1,0,39,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Tue"
1,1,1,4,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
0,1,2,4,1,0,27,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Oct","Wed"
0,1,1,1,0,0,30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Oct","Wed"
2,0,1,4,0,0,33.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
0,2,1,3,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
1,0,1,4,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
1,0,1,3,1,0,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Thu"
1,0,1,4,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Thu"
1,0,1,4,1,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Thu"
0,1,1,4,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,2,1,4,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,1,1,4,2,0,66,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Oct","Fri"
0,1,1,4,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,2,1,3,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,1,1,4,1,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Fri"
0,2,1,3,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
1,0,1,3,1,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,4,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
1,0,1,4,1,0,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,4,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,3,0,0,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,3,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,3,0,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,3,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,4,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,3,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,2,1,0,28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,2,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,2,1,3,0,0,37.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Sat"
0,1,1,3,1,0,23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,4,0,0,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
1,0,1,3,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,4,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,2,1,4,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
